2023-04-26 15:38:40,2023-04-26 15:38:39.627,3,1.785465
2023-04-26 15:38:40,2023-04-26 15:38:39.727,3,1.796425
2023-04-26 15:38:40,2023-04-26 15:38:39.827,3,1.784659
2023-04-26 15:38:40,2023-04-26 15:38:39.927,3,1.791429
2023-04-26 15:38:40,2023-04-26 15:38:40.027,3,1.780791
2023-04-26 15:38:40,2023-04-26 15:38:40.127,3,1.780147
2023-04-26 15:38:40,2023-04-26 15:38:40.227,3,1.779985
2023-04-26 15:38:40,2023-04-26 15:38:40.327,3,1.767253
2023-04-26 15:38:40,2023-04-26 15:38:40.427,3,1.775795
2023-04-26 15:38:40,2023-04-26 15:38:40.527,3,1.692953
2023-04-26 15:38:40,2023-04-26 15:38:39.820,9,2.529275
2023-04-26 15:38:40,2023-04-26 15:38:39.920,9,2.540395
2023-04-26 15:38:40,2023-04-26 15:38:40.020,9,2.535722
2023-04-26 15:38:40,2023-04-26 15:38:40.120,9,2.525729
2023-04-26 15:38:41,2023-04-26 15:38:40.220,9,2.528146
2023-04-26 15:38:41,2023-04-26 15:38:40.320,9,2.527663
2023-04-26 15:38:41,2023-04-26 15:38:39.894,4,2.440952
2023-04-26 15:38:41,2023-04-26 15:38:39.994,4,2.446432
2023-04-26 15:38:41,2023-04-26 15:38:40.094,4,2.444176
2023-04-26 15:38:41,2023-04-26 15:38:40.194,4,2.444498
2023-04-26 15:38:41,2023-04-26 15:38:40.294,4,2.442564
2023-04-26 15:38:41,2023-04-26 15:38:40.394,4,2.442886
2023-04-26 15:38:41,2023-04-26 15:38:40.494,4,2.447883
2023-04-26 15:38:41,2023-04-26 15:38:40.594,4,2.446916
2023-04-26 15:38:41,2023-04-26 15:38:40.694,4,2.448689
2023-04-26 15:38:41,2023-04-26 15:38:40.794,4,2.445143
2023-04-26 15:38:41,2023-04-26 15:38:38.969,1,2.662886
2023-04-26 15:38:41,2023-04-26 15:38:39.068,1,2.659502
2023-04-26 15:38:41,2023-04-26 15:38:39.169,1,2.662564
