2023-04-26 15:09:03,2023-04-26 15:09:03.135,4,2.250608
2023-04-26 15:09:04,2023-04-26 15:09:03.235,4,2.239326
2023-04-26 15:09:04,2023-04-26 15:09:03.335,4,2.228205
2023-04-26 15:09:04,2023-04-26 15:09:03.435,4,2.212571
2023-04-26 15:09:04,2023-04-26 15:09:03.535,4,2.193714
2023-04-26 15:09:04,2023-04-26 15:09:03.635,4,2.171150
2023-04-26 15:09:04,2023-04-26 15:09:03.735,4,2.141978
2023-04-26 15:09:04,2023-04-26 15:09:03.835,4,2.091048
2023-04-26 15:09:04,2023-04-26 15:09:03.935,4,2.052689
2023-04-26 15:09:04,2023-04-26 15:09:04.035,4,2.022711
2023-04-26 15:09:04,2023-04-26 15:09:04.135,4,1.993700
2023-04-26 15:09:04,2023-04-26 15:09:04.235,4,1.973553
2023-04-26 15:09:04,2023-04-26 15:09:04.335,4,1.941158
2023-04-26 15:09:04,2023-04-26 15:09:04.435,4,1.917465
2023-04-26 15:09:04,2023-04-26 15:09:04.535,4,1.896029
2023-04-26 15:09:04,2023-04-26 15:09:04.635,4,1.873949
2023-04-26 15:09:04,2023-04-26 15:09:04.735,4,1.858799
2023-04-26 15:09:04,2023-04-26 15:09:04.835,4,1.829465
2023-04-26 15:09:04,2023-04-26 15:09:02.966,3,0.212264
2023-04-26 15:09:04,2023-04-26 15:09:03.066,3,0.212908
2023-04-26 15:09:04,2023-04-26 15:09:03.166,3,0.213231
2023-04-26 15:09:04,2023-04-26 15:09:03.266,3,0.210491
2023-04-26 15:09:04,2023-04-26 15:09:03.366,3,0.210169
2023-04-26 15:09:04,2023-04-26 15:09:03.466,3,0.210330
2023-04-26 15:09:05,2023-04-26 15:09:03.566,3,0.208718
2023-04-26 15:09:05,2023-04-26 15:09:03.666,3,0.208234
2023-04-26 15:09:05,2023-04-26 15:09:03.766,3,0.207106
2023-04-26 15:09:05,2023-04-26 15:09:03.866,3,0.207751
2023-04-26 15:09:05,2023-04-26 15:09:03.966,3,0.206462
2023-04-26 15:09:05,2023-04-26 15:09:04.066,3,0.205978
2023-04-26 15:09:05,2023-04-26 15:09:04.166,3,0.205656
2023-04-26 15:09:05,2023-04-26 15:09:04.266,3,0.206139
2023-04-26 15:09:05,2023-04-26 15:09:04.366,3,0.205817
2023-04-26 15:09:05,2023-04-26 15:09:04.466,3,0.205494
2023-04-26 15:09:05,2023-04-26 15:09:04.566,3,0.206139
2023-04-26 15:09:05,2023-04-26 15:09:04.666,3,0.205011
2023-04-26 15:09:05,2023-04-26 15:09:04.766,3,0.204527
2023-04-26 15:09:05,2023-04-26 15:09:02.945,6,0.197436
2023-04-26 15:09:05,2023-04-26 15:09:03.045,6,0.198403
2023-04-26 15:09:05,2023-04-26 15:09:03.145,6,0.195502
2023-04-26 15:09:05,2023-04-26 15:09:03.245,6,0.196308
2023-04-26 15:09:05,2023-04-26 15:09:03.345,6,0.194051
2023-04-26 15:09:05,2023-04-26 15:09:03.445,6,0.194374
2023-04-26 15:09:05,2023-04-26 15:09:03.545,6,0.195179
2023-04-26 15:09:06,2023-04-26 15:09:03.645,6,0.193568
2023-04-26 15:09:06,2023-04-26 15:09:03.745,6,0.195018
2023-04-26 15:09:06,2023-04-26 15:09:03.845,6,0.193568
2023-04-26 15:09:06,2023-04-26 15:09:03.945,6,0.193729
2023-04-26 15:09:06,2023-04-26 15:09:04.045,6,0.193407
2023-04-26 15:09:06,2023-04-26 15:09:04.145,6,0.193407
2023-04-26 15:09:06,2023-04-26 15:09:04.245,6,0.193729
2023-04-26 15:09:06,2023-04-26 15:09:04.345,6,0.192762
2023-04-26 15:09:06,2023-04-26 15:09:04.445,6,0.192601
2023-04-26 15:09:06,2023-04-26 15:09:04.545,6,0.192601
2023-04-26 15:09:06,2023-04-26 15:09:04.645,6,0.192923
2023-04-26 15:09:06,2023-04-26 15:09:04.745,6,0.193084
2023-04-26 15:09:06,2023-04-26 15:09:02.929,8,1.470696
2023-04-26 15:09:06,2023-04-26 15:09:03.029,8,1.424440
2023-04-26 15:09:06,2023-04-26 15:09:03.129,8,1.404777
2023-04-26 15:09:06,2023-04-26 15:09:03.229,8,1.352718
2023-04-26 15:09:06,2023-04-26 15:09:03.329,8,1.309363
2023-04-26 15:09:06,2023-04-26 15:09:03.429,8,1.358842
2023-04-26 15:09:06,2023-04-26 15:09:03.529,8,1.224425
2023-04-26 15:09:07,2023-04-26 15:09:03.629,8,1.195253
2023-04-26 15:09:07,2023-04-26 15:09:03.729,8,1.136908
2023-04-26 15:09:07,2023-04-26 15:09:03.829,8,1.095971
2023-04-26 15:09:07,2023-04-26 15:09:03.929,8,1.051004
2023-04-26 15:09:07,2023-04-26 15:09:04.029,8,1.008293
2023-04-26 15:09:07,2023-04-26 15:09:04.129,8,0.977348
2023-04-26 15:09:07,2023-04-26 15:09:04.229,8,0.925934
2023-04-26 15:09:07,2023-04-26 15:09:04.329,8,0.882256
2023-04-26 15:09:07,2023-04-26 15:09:04.429,8,0.925289
2023-04-26 15:09:07,2023-04-26 15:09:04.529,8,0.810696
2023-04-26 15:09:07,2023-04-26 15:09:04.629,8,0.784747
2023-04-26 15:09:07,2023-04-26 15:09:02.149,2,0.125875
