msg_received_datetime,msg_published_datetime,sensor_id,sensor_val
2023-05-10 18:17:21,2023-05-10 18:17:16.770,1,2.566344
2023-05-10 18:17:22,2023-05-10 18:17:15.552,6,1.432982
2023-05-10 18:17:22,2023-05-10 18:17:15.652,6,1.422022
2023-05-10 18:17:22,2023-05-10 18:17:15.752,6,1.408967
2023-05-10 18:17:22,2023-05-10 18:17:15.852,6,1.395590
2023-05-10 18:17:22,2023-05-10 18:17:15.952,6,1.383341
2023-05-10 18:17:22,2023-05-10 18:17:16.053,6,1.373993
2023-05-10 18:17:22,2023-05-10 18:17:16.152,6,1.415414
2023-05-10 18:17:22,2023-05-10 18:17:16.252,6,1.360938
2023-05-10 18:17:22,2023-05-10 18:17:16.352,6,1.349494
2023-05-10 18:17:22,2023-05-10 18:17:16.452,6,1.341114
2023-05-10 18:17:22,2023-05-10 18:17:16.552,6,1.336278
2023-05-10 18:17:22,2023-05-10 18:17:16.652,6,1.329993
2023-05-10 18:17:22,2023-05-10 18:17:16.752,6,1.324674
2023-05-10 18:17:22,2023-05-10 18:17:16.852,6,1.315165
2023-05-10 18:17:22,2023-05-10 18:17:16.952,6,1.310007
2023-05-10 18:17:22,2023-05-10 18:17:17.053,6,1.295985
2023-05-10 18:17:22,2023-05-10 18:17:15.237,5,0.159238
2023-05-10 18:17:22,2023-05-10 18:17:15.337,5,0.159883
2023-05-10 18:17:22,2023-05-10 18:17:15.437,5,0.163106
2023-05-10 18:17:22,2023-05-10 18:17:15.537,5,0.161978
2023-05-10 18:17:23,2023-05-10 18:17:15.637,5,0.158271
2023-05-10 18:17:23,2023-05-10 18:17:15.737,5,0.158432
2023-05-10 18:17:23,2023-05-10 18:17:15.837,5,0.159883
2023-05-10 18:17:23,2023-05-10 18:17:15.937,5,0.158755
2023-05-10 18:17:23,2023-05-10 18:17:16.037,5,0.157949
2023-05-10 18:17:23,2023-05-10 18:17:16.137,5,0.158110
2023-05-10 18:17:23,2023-05-10 18:17:16.237,5,0.158432
2023-05-10 18:17:23,2023-05-10 18:17:14.398,7,2.855326
2023-05-10 18:17:23,2023-05-10 18:17:16.337,5,0.157465
2023-05-10 18:17:23,2023-05-10 18:17:14.498,7,2.860645
2023-05-10 18:17:23,2023-05-10 18:17:16.437,5,0.157304
2023-05-10 18:17:23,2023-05-10 18:17:14.598,7,2.866125
2023-05-10 18:17:23,2023-05-10 18:17:16.537,5,0.156015
2023-05-10 18:17:24,2023-05-10 18:17:14.698,7,2.872249
2023-05-10 18:17:24,2023-05-10 18:17:16.637,5,0.157143
2023-05-10 18:17:24,2023-05-10 18:17:14.798,7,2.877568
2023-05-10 18:17:24,2023-05-10 18:17:16.737,5,0.155853
2023-05-10 18:17:24,2023-05-10 18:17:14.898,7,2.882564
2023-05-10 18:17:24,2023-05-10 18:17:14.998,7,2.885949
2023-05-10 18:17:24,2023-05-10 18:17:15.098,7,2.890945
2023-05-10 18:17:24,2023-05-10 18:17:15.198,7,2.896102
2023-05-10 18:17:24,2023-05-10 18:17:15.298,7,2.909318
2023-05-10 18:17:24,2023-05-10 18:17:15.398,7,2.917377
2023-05-10 18:17:24,2023-05-10 18:17:15.498,7,2.919956
2023-05-10 18:17:24,2023-05-10 18:17:15.598,7,3.060337
2023-05-10 18:17:24,2023-05-10 18:17:15.698,7,2.964762
2023-05-10 18:17:24,2023-05-10 18:17:15.798,7,2.878212
2023-05-10 18:17:24,2023-05-10 18:17:14.165,2,0.217905
2023-05-10 18:17:24,2023-05-10 18:17:15.898,7,2.863385
2023-05-10 18:17:24,2023-05-10 18:17:14.265,2,0.205495
2023-05-10 18:17:25,2023-05-10 18:17:14.365,2,0.227575
2023-05-10 18:17:25,2023-05-10 18:17:14.465,2,0.219355
