msg_received_datetime,msg_published_datetime,sensor_id,sensor_val
2023-05-10 17:20:43,2023-05-10 17:20:41.398,2,0.192762
2023-05-10 17:20:43,2023-05-10 17:20:41.498,2,0.170681
2023-05-10 17:20:43,2023-05-10 17:20:41.598,2,0.190667
2023-05-10 17:20:43,2023-05-10 17:20:41.698,2,0.191150
2023-05-10 17:20:43,2023-05-10 17:20:41.798,2,0.188571
2023-05-10 17:20:43,2023-05-10 17:20:41.898,2,0.170037
2023-05-10 17:20:43,2023-05-10 17:20:41.998,2,0.188571
2023-05-10 17:20:44,2023-05-10 17:20:42.098,2,0.187927
2023-05-10 17:20:44,2023-05-10 17:20:42.198,2,0.187604
2023-05-10 17:20:44,2023-05-10 17:20:42.298,2,0.181158
2023-05-10 17:20:44,2023-05-10 17:20:42.398,2,0.188088
2023-05-10 17:20:44,2023-05-10 17:20:42.498,2,0.188410
2023-05-10 17:20:44,2023-05-10 17:20:42.598,2,0.187927
2023-05-10 17:20:44,2023-05-10 17:20:42.698,2,0.187927
2023-05-10 17:20:44,2023-05-10 17:20:42.798,2,0.187443
2023-05-10 17:20:44,2023-05-10 17:20:42.898,2,0.185832
2023-05-10 17:20:44,2023-05-10 17:20:42.998,2,0.183253
2023-05-10 17:20:44,2023-05-10 17:20:41.644,5,0.150051
2023-05-10 17:20:44,2023-05-10 17:20:41.745,5,0.167619
2023-05-10 17:20:44,2023-05-10 17:20:41.844,5,0.169553
2023-05-10 17:20:44,2023-05-10 17:20:41.944,5,0.168586
2023-05-10 17:20:44,2023-05-10 17:20:42.044,5,0.162300
2023-05-10 17:20:44,2023-05-10 17:20:42.144,5,0.169714
2023-05-10 17:20:44,2023-05-10 17:20:42.245,5,0.170037
2023-05-10 17:20:44,2023-05-10 17:20:42.344,5,0.170520
2023-05-10 17:20:44,2023-05-10 17:20:42.444,5,0.169875
2023-05-10 17:20:44,2023-05-10 17:20:42.544,5,0.172293
2023-05-10 17:20:44,2023-05-10 17:20:42.644,5,0.172615
2023-05-10 17:20:44,2023-05-10 17:20:42.745,5,0.172293
2023-05-10 17:20:44,2023-05-10 17:20:42.844,5,0.172615
2023-05-10 17:20:45,2023-05-10 17:20:42.944,5,0.172777
2023-05-10 17:20:45,2023-05-10 17:20:43.044,5,0.173260
2023-05-10 17:20:45,2023-05-10 17:20:43.144,5,0.173421
2023-05-10 17:20:45,2023-05-10 17:20:41.207,9,1.248117
2023-05-10 17:20:45,2023-05-10 17:20:41.307,9,1.311297
2023-05-10 17:20:45,2023-05-10 17:20:41.407,9,1.321773
2023-05-10 17:20:45,2023-05-10 17:20:41.507,9,1.344015
2023-05-10 17:20:45,2023-05-10 17:20:41.607,9,1.360454
2023-05-10 17:20:45,2023-05-10 17:20:41.707,9,1.377861
2023-05-10 17:20:45,2023-05-10 17:20:41.807,9,1.391722
2023-05-10 17:20:45,2023-05-10 17:20:41.907,9,1.385597
2023-05-10 17:20:45,2023-05-10 17:20:42.007,9,1.424601
2023-05-10 17:20:45,2023-05-10 17:20:42.107,9,1.435077
2023-05-10 17:20:45,2023-05-10 17:20:42.207,9,1.397363
2023-05-10 17:20:45,2023-05-10 17:20:42.307,9,1.472791
2023-05-10 17:20:45,2023-05-10 17:20:42.407,9,1.481978
2023-05-10 17:20:45,2023-05-10 17:20:42.507,9,1.504864
2023-05-10 17:20:45,2023-05-10 17:20:42.607,9,1.520659
2023-05-10 17:20:45,2023-05-10 17:20:42.707,9,1.536454
2023-05-10 17:20:45,2023-05-10 17:20:42.807,9,1.553538
2023-05-10 17:20:46,2023-05-10 17:20:42.907,9,1.560791
2023-05-10 17:20:46,2023-05-10 17:20:43.007,9,1.583516
2023-05-10 17:20:46,2023-05-10 17:20:40.621,8,0.159238
2023-05-10 17:20:46,2023-05-10 17:20:40.721,8,0.160527
2023-05-10 17:20:46,2023-05-10 17:20:40.821,8,0.161333
2023-05-10 17:20:46,2023-05-10 17:20:40.921,8,0.161011
2023-05-10 17:20:46,2023-05-10 17:20:41.021,8,0.161333
2023-05-10 17:20:46,2023-05-10 17:20:41.121,8,0.161978
2023-05-10 17:20:46,2023-05-10 17:20:41.221,8,0.162784
2023-05-10 17:20:46,2023-05-10 17:20:41.321,8,0.162300
2023-05-10 17:20:46,2023-05-10 17:20:41.421,8,0.163912
2023-05-10 17:20:46,2023-05-10 17:20:41.521,8,0.165363
2023-05-10 17:20:46,2023-05-10 17:20:41.621,8,0.167619
2023-05-10 17:20:46,2023-05-10 17:20:41.721,8,0.169553
2023-05-10 17:20:46,2023-05-10 17:20:41.821,8,0.170520
2023-05-10 17:20:46,2023-05-10 17:20:41.921,8,0.170198
2023-05-10 17:20:46,2023-05-10 17:20:42.021,8,0.171326
2023-05-10 17:20:46,2023-05-10 17:20:42.121,8,0.171971
2023-05-10 17:20:46,2023-05-10 17:20:42.221,8,0.172454
2023-05-10 17:20:46,2023-05-10 17:20:42.321,8,0.172454
2023-05-10 17:20:46,2023-05-10 17:20:42.421,8,0.172777
2023-05-10 17:20:47,2023-05-10 17:20:41.834,1,2.346344
2023-05-10 17:20:47,2023-05-10 17:20:41.934,1,2.320395
2023-05-10 17:20:47,2023-05-10 17:20:42.034,1,2.335223
2023-05-10 17:20:47,2023-05-10 17:20:42.134,1,2.329421
2023-05-10 17:20:47,2023-05-10 17:20:42.234,1,2.324102
2023-05-10 17:20:47,2023-05-10 17:20:42.334,1,2.326681
2023-05-10 17:20:47,2023-05-10 17:20:42.434,1,2.314432
2023-05-10 17:20:47,2023-05-10 17:20:42.534,1,2.306051
