time,1,2,3,4,5,6,7,8,9,0
2023-04-26 15:15:34.000000,0.114916,,,,,,,,,
2023-04-26 15:15:34.100000,0.097832,,2.532015,,,,,,,
2023-04-26 15:15:34.200000,0.114916,,2.508806,,,,,2.21096,,
2023-04-26 15:15:34.300000,0.139575,,2.497524,,,,,2.168088,,
2023-04-26 15:15:34.400000,0.133451,,2.482051,,,,,2.173568,,
2023-04-26 15:15:34.500000,0.14022,,2.441597,,,,,2.183077,,
2023-04-26 15:15:34.600000,0.14167,,2.399853,,,,,2.186945,,
2023-04-26 15:15:34.700000,0.142799,,2.345377,,,,,2.19178,,
2023-04-26 15:15:34.800000,0.141348,,2.320073,,,,,2.199839,,
2023-04-26 15:15:34.900000,0.140059,,2.293157,,,2.698989,,2.218696,,0.173905
2023-04-26 15:15:35.000000,0.140381,,2.2303,,,2.68819,,2.22208,,0.172938
2023-04-26 15:15:35.100000,,0.273993,2.246256,0.184059,0.226125,2.691414,,2.224821,,0.171004
2023-04-26 15:15:35.200000,0.141348,0.278022,2.233524,,0.226286,2.679326,,2.274462,,0.172938
2023-04-26 15:15:35.300000,,0.277538,2.237231,0.186476,0.225963,2.681099,,2.240777,,0.172293
2023-04-26 15:15:35.400000,0.141348,0.278344,2.244161,,0.22419,2.65644,1.473436,2.248513,,0.170681
2023-04-26 15:15:35.500000,0.114916,0.285597,2.23707,,0.226286,2.592938,1.492293,2.264469,,0.17181
2023-04-26 15:15:35.600000,0.14167,0.281729,2.227077,,0.223546,2.553612,1.516469,2.268498,,0.167941
2023-04-26 15:15:35.700000,0.141831,0.284469,2.162769,,0.22419,2.586169,1.524044,2.279458,,0.167941
2023-04-26 15:15:35.800000,0.141509,0.287209,2.206447,,0.224352,2.562637,1.546125,2.286872,,0.170037
2023-04-26 15:15:35.900000,0.105245,0.288337,2.195326,,0.223707,2.508,1.564176,2.302183,,0.167619
2023-04-26 15:15:36.000000,0.141187,0.292205,2.152293,,0.224996,2.417099,1.574491,2.322007,,0.16778
2023-04-26 15:15:36.100000,,0.294784,2.160996,0.19115,0.226286,2.393084,1.607531,2.322491,,0.166491
2023-04-26 15:15:36.200000,0.141993,0.298813,2.162608,,0.225157,2.353114,1.613495,2.357143,,0.165685
2023-04-26 15:15:36.300000,,0.304132,2.10507,0.192601,0.226286,2.327971,1.633157,2.345377,,0.165524
2023-04-26 15:15:36.400000,0.124747,0.306388,2.086696,,0.223546,2.314432,1.653304,2.358432,,0.165201
2023-04-26 15:15:36.500000,0.141831,0.317509,2.072674,,0.227575,2.292835,1.674901,2.378579,,0.166007
2023-04-26 15:15:36.600000,0.141993,0.312352,2.048015,,0.226447,2.183399,1.71052,2.383897,,0.166974
2023-04-26 15:15:36.700000,0.115238,0.32589,2.025773,,0.223707,2.232879,1.715516,2.39518,,0.165685
2023-04-26 15:15:36.800000,0.142315,0.324601,2.015458,,0.224835,2.224176,1.736469,2.408234,,0.165685
2023-04-26 15:15:36.900000,0.115399,0.322344,2.007238,,0.226608,2.204513,1.756938,2.421773,,0.165524
2023-04-26 15:15:37.000000,0.135062,0.326051,1.979355,,0.223868,2.179531,1.779985,2.445465,,0.166491
2023-04-26 15:15:37.100000,,0.332821,1.99515,0.194696,0.225319,2.163253,1.816571,2.446432,,0.164879
2023-04-26 15:15:37.200000,0.142637,0.341201,1.986125,,0.22548,2.141817,1.824791,2.456103,,0.164718
2023-04-26 15:15:37.300000,,0.342813,1.985802,0.198242,0.229993,2.132469,1.841875,2.472865,,0.166007
2023-04-26 15:15:37.400000,0.126681,0.345875,1.981289,,0.224996,2.106681,1.871531,2.485597,,2.968469
2023-04-26 15:15:37.500000,0.145861,0.370051,1.979033,,0.228381,2.083956,1.883136,2.509612,,3.3
2023-04-26 15:15:37.600000,0.144571,0.352645,1.973876,,0.228381,1.976938,1.918593,2.508806,,3.3
2023-04-26 15:15:37.700000,0.128132,0.356996,1.967751,,0.226608,2.048176,1.926974,2.522505,,3.3
2023-04-26 15:15:37.800000,0.126681,0.369407,1.966945,,0.229026,2.042374,1.945993,2.53411,,3.3
2023-04-26 15:15:37.900000,0.147473,0.369084,1.975326,,0.228381,2.024322,1.965978,2.557641,,2.905128
2023-04-26 15:15:38.000000,0.146989,0.372952,1.961304,,0.231927,2.007077,1.983868,2.564088,,2.813582
2023-04-26 15:15:38.100000,,0.375853,1.965333,0.202271,0.231121,1.987898,2.006916,2.567472,,2.653861
2023-04-26 15:15:38.200000,0.149568,0.38633,1.956308,,0.231282,1.96211,2.020615,2.552967,,2.317495
2023-04-26 15:15:38.300000,,0.392938,1.962593,0.206139,0.231443,1.958403,2.038022,2.591326,,2.448528
2023-04-26 15:15:38.400000,0.155209,0.393744,1.959692,,0.231443,1.940352,2.055106,2.602286,,0.167619
2023-04-26 15:15:38.500000,0.990725,0.435326,1.955179,,0.2337,1.9223,2.073319,2.621143,,0.166169
2023-04-26 15:15:38.600000,2.299766,0.406637,1.957114,,0.23241,1.821729,2.092176,2.623722,,0.16633
2023-04-26 15:15:38.700000,0.155048,0.410828,1.956308,,0.234344,1.873304,2.100557,2.635648,,0.16633
2023-04-26 15:15:38.800000,0.151341,0.423722,1.958887,,0.234828,1.873626,2.10781,2.646124,,0.166168
2023-04-26 15:15:38.900000,0.151502,0.423722,1.962593,,0.234505,1.857348,2.180176,2.653377,,0.166007
2023-04-26 15:15:39.000000,0.124425,0.428234,1.972586,,0.234989,1.811898,2.138271,2.6703,,0.165846
